8.385602887228162938e-01,8.473183047894019548e-01,4.285111992592123276e-01,2.252632552075319872e-01
6.469317632342844737e-01,3.260919327631267572e-01,7.068201002832182889e-01,3.823711322803302615e-02
3.477098434704670726e-01,7.985457690648664064e-01,5.727219382822379412e-02,7.280516456866652497e-01
8.693966740546187344e-01,9.427476087430175511e-01,7.618316929726987041e-02,8.164773270697524010e-01
8.426352057239516746e-01,8.073750747178609632e-01,8.655318441596071555e-01,9.302494473323822399e-01
4.969335252123885383e-01,7.673258091559909122e-02,3.564798774339770215e-01,9.245430908092995281e-01
8.178603559596997474e-02,2.011797510107106168e-01,9.985488326525617797e-01,5.948129890527878993e-01
8.706870485818646310e-01,6.517618410671077722e-01,4.757187601217203188e-01,8.553153543931981684e-01
8.240503614360937812e-01,5.026399262013089286e-01,9.926917515378601564e-01,6.108009816401555048e-01
7.109688706526591240e-01,1.129138766668429383e-01,5.892672144889915531e-01,4.033913325393215787e-01
9.467347315104316374e-01,7.453145881482471369e-01,1.068191983395626599e-01,4.056994802585374149e-01
3.847617188432133073e-01,3.813317389305972416e-01,7.239199163829280748e-01,6.888299276673619520e-01
9.894104329979183099e-01,3.000287518549042964e-01,7.443278188527731043e-01,8.440626258246227698e-01
4.776062787297407075e-01,3.029456489284342302e-01,9.128533872190257581e-01,5.558579155863885291e-03
9.821932087888106677e-01,2.474365863845452429e-01,6.744273972501602099e-02,5.493932135769955538e-01
4.907770651913128113e-01,1.523751207139600883e-01,1.181856472180937701e-01,8.987712915409695746e-02
9.260765998003780419e-01,5.271833053475394326e-02,9.172527014647429144e-01,3.758148506479542794e-01
4.068711819662915730e-01,9.679780041280199310e-01,3.373082439099711616e-01,4.843159395761668096e-01
6.026065134317637462e-01,8.556171966062554590e-01,4.461516324368092201e-01,4.814742464516071907e-01
4.529195803955061717e-01,7.326199987504022904e-02,6.557598695995729976e-01,1.632879399004377730e-01
6.385328568522138371e-01,9.647167436822478015e-01,3.521196695350070627e-01,3.604353056407039180e-01
1.508719917146150724e-02,4.601053353237120058e-01,7.536181179025402965e-01,1.724957003078420037e-01
9.267147927173863264e-01,5.690864958078972746e-01,7.365642921411228450e-01,8.195492580107962555e-01
4.008682666415268603e-01,2.044575993800165081e-01,1.623365175052460252e-01,8.394091052081503745e-01
9.075371570932548870e-01,6.900602136784302898e-01,9.898445634179603436e-01,3.726472504711189071e-01
9.350296265988028432e-01,3.039577565935098757e-01,1.102640672203398786e-01,1.147898375404219351e-01
2.772736665330169936e-01,9.855967979962966252e-01,6.028489166342732020e-02,3.433941498558417127e-01
9.389708951782904656e-01,4.870081743741346836e-01,9.093125485302192557e-01,9.992085869963978073e-01
5.277832394312165221e-02,4.829087021817871639e-01,3.663652032090146671e-01,7.505741576226780953e-01
3.523065176432127465e-01,7.728473931685962972e-01,1.397173381139285020e-01,7.926103195176037453e-02
7.899142915219747874e-02,4.850089368134594681e-01,3.924279788299737115e-01,1.388922028394002917e-01
5.970249580037201298e-01,9.229858244570702253e-01,4.021500216602658107e-01,5.945549294242895577e-01
8.595706660572339786e-01,3.850828020437014887e-01,4.423397418384796831e-01,2.862260229286032187e-01
2.683965777255096219e-01,7.367688329800506919e-01,7.819023430195415347e-02,1.657118857665854650e-01
3.622056663743989935e-01,9.199090066514223896e-01,2.239377112375070533e-01,8.527909321100596296e-01
9.768547903132932531e-01,5.228676036371329161e-01,9.867278157624150836e-01,1.989761369397802238e-01
5.014700429222807010e-03,7.711951187934201757e-01,7.359926935245659774e-01,7.722996330867063497e-01
6.855703686040590661e-01,6.676482387062745438e-01,2.857237830458980721e-02,5.684737351014459428e-01
7.444211455959928170e-01,1.960800271674054684e-01,5.987409515207917643e-01,3.235406590882211608e-01
9.176992456668608966e-02,1.447304091223866607e-01,5.547480414522106829e-01,1.182748117273403343e-01
3.451879599984887248e-01,9.728778143419064550e-01,9.947363348579364439e-01,8.020216161681092970e-02
6.229109300656623383e-01,7.639831916726480543e-02,1.265513396797937062e-01,2.025569145429872986e-01
9.786524750275906737e-01,9.652301533989888771e-01,7.155965429592394678e-01,1.079605090553585889e-01
7.599192317650136363e-01,9.199190745488412535e-01,1.321519075388444264e-01,6.527479427204082585e-01
9.604931702174548391e-01,2.103727891556181895e-01,5.448885126521720856e-01,8.116497457311905306e-01
4.568251227822531790e-01,5.912835184807557765e-01,7.198714757467202796e-01,7.889726695172691873e-01
2.351690463890243610e-02,6.437921526310911302e-01,3.417348645003454033e-01,3.559147396383439688e-01
